"","id","submitted","updated","title","abstract","authors","affiliations","link_abstract","link_pdf","link_doi","comment","journal_ref","doi","primary_category","categories"
"168","1702.01444v1","2017-02-05 19:23:59","2017-02-05 19:23:59","Printed Arabic Text Recognition using Linear and Nonlinear Regression","  Arabic language is one of the most popular languages in the world. Hundreds
of millions of people in many countries around the world speak Arabic as their
native speaking. However, due to complexity of Arabic language, recognition of
printed and handwritten Arabic text remained untouched for a very long time
compared with English and Chinese. Although, in the last few years, significant
number of researches has been done in recognizing printed and handwritten
Arabic text, it stills an open research field due to cursive nature of Arabic
script. This paper proposes automatic printed Arabic text recognition technique
based on linear and ellipse regression techniques. After collecting all
possible forms of each character, unique code is generated to represent each
character form. Each code contains a sequence of lines and ellipses. To
recognize fonts, a unique list of codes is identified to be used as a
fingerprint of font. The proposed technique has been evaluated using over 14000
different Arabic words with different fonts and experimental results show that
average recognition rate of the proposed technique is 86%.
","Ashraf A. Shahin","","http://arxiv.org/abs/1702.01444v1","http://arxiv.org/pdf/1702.01444v1","http://dx.doi.org/10.14569/IJACSA.2017.080129","http://thesai.org/Downloads/Volume8No1/Paper_29-Printed_Arabic_Text_Recognition_using_Linear.pdf","International Journal of Advanced Computer Science and
  Applications(IJACSA), 8(1), 2017","10.14569/IJACSA.2017.080129","cs.CV","cs.CV"
"169","1702.04565v1","2017-02-15 11:57:57","2017-02-15 11:57:57","The Accuracy-Privacy Tradeoff of Mobile Crowdsensing","  Mobile crowdsensing has emerged as an efficient sensing paradigm which
combines the crowd intelligence and the sensing power of mobile devices,
e.g.,~mobile phones and Internet of Things (IoT) gadgets. This article
addresses the contradicting incentives of privacy preservation by crowdsensing
users and accuracy maximization and collection of true data by service
providers. We firstly define the individual contributions of crowdsensing users
based on the accuracy in data analytics achieved by the service provider from
buying their data. We then propose a truthful mechanism for achieving high
service accuracy while protecting the privacy based on the user preferences.
The users are incentivized to provide true data by being paid based on their
individual contribution to the overall service accuracy. Moreover, we propose a
coalition strategy which allows users to cooperate in providing their data
under one identity, increasing their anonymity privacy protection, and sharing
the resulting payoff. Finally, we outline important open research directions in
mobile and people-centric crowdsensing.
","Mohammad Abu Alsheikh|Yutao Jiao|Dusit Niyato|Ping Wang|Derek Leong|Zhu Han","","http://arxiv.org/abs/1702.04565v1","http://arxiv.org/pdf/1702.04565v1","","8 pages, 5 figures","","","cs.NI","cs.NI"
"170","1702.04855v1","2017-02-16 04:20:31","2017-02-16 04:20:31","Open Science, Public Engagement and the University","  Contemporary debates on ""open science"" mostly focus on the pub- lic
accessibility of the products of scientific and academic work. In contrast,
this paper presents arguments for ""opening"" the ongoing work of science. That
is, this paper is an invitation to rethink the university with an eye toward
engaging the public in the dynamic, conceptual and representational work
involved in creating scientific knowledge. To this end, we posit that public
computing spaces, a genre of open- ended, public learning environment where
visitors interact with open source computing platforms to directly access,
modify and create complex and authentic scientific work, can serve as a
possible model of ""open science"" in the university.
","Pratim Sengupta|Marie-Claire Shanahan","","http://arxiv.org/abs/1702.04855v1","http://arxiv.org/pdf/1702.04855v1","","This is a white paper commissioned by the NSF and NIH funded
  conference: http: //www.ncsa.illinois.edu/Conferences/ImagineU/","","","physics.ed-ph","physics.ed-ph"
"171","1702.05309v2","2017-02-17 11:50:38","2017-03-13 12:27:34","Mobile Edge Computing: A Survey on Architecture and Computation
  Offloading","  Technological evolution of mobile user equipments (UEs), such as smartphones
or laptops, goes hand-in-hand with evolution of new mobile applications.
However, running computationally demanding applications at the UEs is
constrained by limited battery capacity and energy consumption of the UEs.
Suitable solution extending the battery life-time of the UEs is to offload the
applications demanding huge processing to a conventional centralized cloud
(CC). Nevertheless, this option introduces significant execution delay
consisting in delivery of the offloaded applications to the cloud and back plus
time of the computation at the cloud. Such delay is inconvenient and make the
offloading unsuitable for real-time applications. To cope with the delay
problem, a new emerging concept, known as mobile edge computing (MEC), has been
introduced. The MEC brings computation and storage resources to the edge of
mobile network enabling to run the highly demanding applications at the UE
while meeting strict delay requirements. The MEC computing resources can be
exploited also by operators and third parties for specific purposes. In this
paper, we first describe major use cases and reference scenarios where the MEC
is applicable. After that we survey existing concepts integrating MEC
functionalities to the mobile networks and discuss current advancement in
standardization of the MEC. The core of this survey is, then, focused on
user-oriented use case in the MEC, i.e., computation offloading. In this
regard, we divide the research on computation offloading to three key areas: i)
decision on computation offloading, ii) allocation of computing resource within
the MEC, and iii) mobility management. Finally, we highlight lessons learned in
area of the MEC and we discuss open research challenges yet to be addressed in
order to fully enjoy potentials offered by the MEC.
","Pavel Mach|Zdenek Becvar","","http://arxiv.org/abs/1702.05309v2","http://arxiv.org/pdf/1702.05309v2","http://dx.doi.org/10.1109/COMST.2017.2682318","28 pages, 21 figures, Accepted for publication in IEEE Communications
  Surveys and Tutorials","","10.1109/COMST.2017.2682318","cs.IT","cs.IT|cs.NI|math.IT"
"172","1702.07560v1","2017-02-24 12:49:29","2017-02-24 12:49:29","RNN Decoding of Linear Block Codes","  Designing a practical, low complexity, close to optimal, channel decoder for
powerful algebraic codes with short to moderate block length is an open
research problem. Recently it has been shown that a feed-forward neural network
architecture can improve on standard belief propagation decoding, despite the
large example space. In this paper we introduce a recurrent neural network
architecture for decoding linear block codes. Our method shows comparable bit
error rate results compared to the feed-forward neural network with
significantly less parameters. We also demonstrate improved performance over
belief propagation on sparser Tanner graph representations of the codes.
Furthermore, we demonstrate that the RNN decoder can be used to improve the
performance or alternatively reduce the computational complexity of the mRRD
algorithm for low complexity, close to optimal, decoding of short BCH codes.
","Eliya Nachmani|Elad Marciano|David Burshtein|Yair Be'ery","","http://arxiv.org/abs/1702.07560v1","http://arxiv.org/pdf/1702.07560v1","","","","","cs.IT","cs.IT|cs.LG|cs.NE|math.IT"
"173","1702.07680v1","2017-02-24 17:40:28","2017-02-24 17:40:28","Consistent Alignment of Word Embedding Models","  Word embedding models offer continuous vector representations that can
capture rich contextual semantics based on their word co-occurrence patterns.
While these word vectors can provide very effective features used in many NLP
tasks such as clustering similar words and inferring learning relationships,
many challenges and open research questions remain. In this paper, we propose a
solution that aligns variations of the same model (or different models) in a
joint low-dimensional latent space leveraging carefully generated synthetic
data points. This generative process is inspired by the observation that a
variety of linguistic relationships is captured by simple linear operations in
embedded space. We demonstrate that our approach can lead to substantial
improvements in recovering embeddings of local neighborhoods.
","Cem Safak Sahin|Rajmonda S. Caceres|Brandon Oselio|William M. Campbell","","http://arxiv.org/abs/1702.07680v1","http://arxiv.org/pdf/1702.07680v1","","4 pages, 2 figures","","","cs.CL","cs.CL|cs.IR|stat.ML"
"174","1703.02664v2","2017-03-08 01:48:58","2017-05-15 02:03:59","Software Defined Space-Air-Ground Integrated Vehicular Networks:
  Challenges and Solutions","  This article proposes a software defined space-air-ground integrated network
architecture for supporting diverse vehicular services in a seamless,
efficient, and cost-effective manner. Firstly, the motivations and challenges
for integration of space-air-ground networks are reviewed. Secondly, a software
defined network architecture with a layered structure is presented. To protect
the legacy services in satellite, aerial, and territorial segments, resources
in each segment are sliced through network slicing to achieve service
isolation. Then, available resources are put into a common and dynamic
space-air-ground resource pool, which is managed by hierarchical controllers to
accommodate vehicular services. Finally, a case study is carried out, followed
by discussion on some open research topics.
","Ning Zhang|Shan Zhang|Peng Yang|Omar Alhussein|Weihua Zhuang|Xuemin Shen","","http://arxiv.org/abs/1703.02664v2","http://arxiv.org/pdf/1703.02664v2","","to appear in IEEE Communications Magazine","","","cs.NI","cs.NI"
"175","1703.03187v1","2017-03-09 09:17:47","2017-03-09 09:17:47","The unexpected resurgence of Weyl geometry in late 20-th century physics","  Weyl's original scale geometry of 1918 (""purely infinitesimal geometry"") was
withdrawn by its author from physical theorizing in the early 1920s. It had a
comeback in the last third of the 20th century in different contexts: scalar
tensor theories of gravity, foundations of gravity, foundations of quantum
mechanics, elementary particle physics, and cosmology. It seems that Weyl
geometry continues to offer an open research potential for the foundations of
physics even after the turn to the new millennium.
","Erhard Scholz","","http://arxiv.org/abs/1703.03187v1","http://arxiv.org/pdf/1703.03187v1","","Completely rewritten conference paper 'Beyond Einstein', Mainz Sep
  2008. Preprint ELHC (Epistemology of the LHC) 2017-02, 92 pages, 1 figure","","","math.HO","math.HO|gr-qc|physics.hist-ph"
"176","1703.03861v1","2017-03-10 22:41:51","2017-03-10 22:41:51","Building automated vandalism detection tools for Wikidata","  Wikidata, like Wikipedia, is a knowledge base that anyone can edit. This open
collaboration model is powerful in that it reduces barriers to participation
and allows a large number of people to contribute. However, it exposes the
knowledge base to the risk of vandalism and low-quality contributions. In this
work, we build on past work detecting vandalism in Wikipedia to detect
vandalism in Wikidata. This work is novel in that identifying damaging changes
in a structured knowledge-base requires substantially different feature
engineering work than in a text-based wiki like Wikipedia. We also discuss the
utility of these classifiers for reducing the overall workload of vandalism
patrollers in Wikidata. We describe a machine classification strategy that is
able to catch 89% of vandalism while reducing patrollers' workload by 98%, by
drawing lightly from contextual features of an edit and heavily from the
characteristics of the user making the edit.
","Amir Sarabadani|Aaron Halfaker|Dario Taraborelli","","http://arxiv.org/abs/1703.03861v1","http://arxiv.org/pdf/1703.03861v1","http://dx.doi.org/10.1145/3041021.3053366","","","10.1145/3041021.3053366","cs.IR","cs.IR|cs.CY"
"177","1703.04676v2","2017-03-14 19:10:32","2017-05-01 20:44:49","Network Slicing for 5G with SDN/NFV: Concepts, Architectures and
  Challenges","  The fifth generation of mobile communications is anticipated to open up
innovation opportunities for new industries such as vertical markets. However,
these verticals originate myriad use cases with diverging requirements that
future 5G networks have to efficiently support. Network slicing may be a
natural solution to simultaneously accommodate over a common network
infrastructure the wide range of services that vertical-specific use cases will
demand. In this article, we present the network slicing concept, with a
particular focus on its application to 5G systems. We start by summarizing the
key aspects that enable the realization of so-called network slices. Then, we
give a brief overview on the SDN architecture proposed by the ONF and show that
it provides tools to support slicing. We argue that although such architecture
paves the way for network slicing implementation, it lacks some essential
capabilities that can be supplied by NFV. Hence, we analyze a proposal from the
ETSI to incorporate the capabilities of SDN into the NFV architecture.
Additionally, we present an example scenario that combines SDN and NFV
technologies to address the realization of network slices. Finally, we
summarize the open research issues with the purpose of motivating new advances
in this field.
","Jose Ordonez-Lucena|Pablo Ameigeiras|Diego Lopez|Juan J. Ramos-Munoz|Javier Lorca|Jesus Folgueira","","http://arxiv.org/abs/1703.04676v2","http://arxiv.org/pdf/1703.04676v2","http://dx.doi.org/10.1109/MCOM.2017.1600935","","","10.1109/MCOM.2017.1600935","cs.NI","cs.NI"
"178","1703.09343v1","2017-03-27 23:36:02","2017-03-27 23:36:02","Discovering Scholarly Orphans Using ORCID","  Archival efforts such as (C)LOCKSS and Portico are in place to ensure the
longevity of traditional scholarly resources like journal articles. At the same
time, researchers are depositing a broad variety of other scholarly artifacts
into emerging online portals that are designed to support web-based
scholarship. These web-native scholarly objects are largely neglected by
current archival practices and hence they become scholarly orphans. We
therefore argue for a novel paradigm that is tailored towards archiving these
scholarly orphans. We are investigating the feasibility of using Open
Researcher and Contributor ID (ORCID) as a supporting infrastructure for the
process of discovery of web identities and scholarly orphans for active
researchers. We analyze ORCID in terms of coverage of researchers, subjects,
and location and assess the richness of its profiles in terms of web identities
and scholarly artifacts. We find that ORCID currently lacks in all considered
aspects and hence can only be considered in conjunction with other discovery
sources. However, ORCID is growing fast so there is potential that it could
achieve a satisfactory level of coverage and richness in the near future.
","Martin Klein|Herbert Van de Sompel","","http://arxiv.org/abs/1703.09343v1","http://arxiv.org/pdf/1703.09343v1","","10 pages, 5 figures, 5 tables accepted for publication at JCDL 2017","","","cs.DL","cs.DL"
"179","1703.09809v1","2017-03-28 21:22:02","2017-03-28 21:22:02","Understanding IoT Security Through the Data Crystal Ball: Where We Are
  Now and Where We Are Going to Be","  Inspired by the boom of the consumer IoT market, many device manufacturers,
start-up companies and technology giants have jumped into the space.
Unfortunately, the exciting utility and rapid marketization of IoT, come at the
expense of privacy and security. Industry reports and academic work have
revealed many attacks on IoT systems, resulting in privacy leakage, property
loss and large-scale availability problems. To mitigate such threats, a few
solutions have been proposed. However, it is still less clear what are the
impacts they can have on the IoT ecosystem. In this work, we aim to perform a
comprehensive study on reported attacks and defenses in the realm of IoT aiming
to find out what we know, where the current studies fall short and how to move
forward. To this end, we first build a toolkit that searches through massive
amount of online data using semantic analysis to identify over 3000 IoT-related
articles. Further, by clustering such collected data using machine learning
technologies, we are able to compare academic views with the findings from
industry and other sources, in an attempt to understand the gaps between them,
the trend of the IoT security risks and new problems that need further
attention. We systemize this process, by proposing a taxonomy for the IoT
ecosystem and organizing IoT security into five problem areas. We use this
taxonomy as a beacon to assess each IoT work across a number of properties we
define. Our assessment reveals that relevant security and privacy problems are
far from solved. We discuss how each proposed solution can be applied to a
problem area and highlight their strengths, assumptions and constraints. We
stress the need for a security framework for IoT vendors and discuss the trend
of shifting security liability to external or centralized entities. We also
identify open research problems and provide suggestions towards a secure IoT
ecosystem.
","Nan Zhang|Soteris Demetriou|Xianghang Mi|Wenrui Diao|Kan Yuan|Peiyuan Zong|Feng Qian|XiaoFeng Wang|Kai Chen|Yuan Tian|Carl A. Gunter|Kehuan Zhang|Patrick Tague|Yue-Hsun Lin","","http://arxiv.org/abs/1703.09809v1","http://arxiv.org/pdf/1703.09809v1","","","","","cs.CR","cs.CR"
"180","1703.09875v2","2017-03-29 03:45:26","2017-05-15 01:59:11","Base Station ON-OFF Switching in 5G Wireless Networks: Approaches and
  Challenges","  To achieve the expected 1000x data rates under the exponential growth of
traffic demand, a large number of base stations (BS) or access points (AP) will
be deployed in the fifth generation (5G) wireless systems, to support high data
rate services and to provide seamless coverage. Although such BSs are expected
to be small-scale with lower power, the aggregated energy consumption of all
BSs would be remarkable, resulting in increased environmental and economic
concerns. In existing cellular networks, turning off the under-utilized BSs is
an efficient approach to conserve energy while preserving the quality of
service (QoS) of mobile users. However, in 5G systems with new physical layer
techniques and the highly heterogeneous network architecture, new challenges
arise in the design of BS ON-OFF switching strategies. In this article, we
begin with a discussion on the inherent technical challenges of BS ON-OFF
switching. We then provide a comprehensive review of recent advances on
switching mechanisms in different application scenarios. Finally, we present
open research problems and conclude the paper.
","Mingjie Feng|Shiwen Mao|Tao Jiang","","http://arxiv.org/abs/1703.09875v2","http://arxiv.org/pdf/1703.09875v2","http://dx.doi.org/10.1109/MWC.2017.1600353","Appear to IEEE Wireless Communications, 2017","","10.1109/MWC.2017.1600353","cs.NI","cs.NI"
"181","1703.10750v1","2017-03-31 03:55:30","2017-03-31 03:55:30","A Survey on Mobile Edge Networks: Convergence of Computing, Caching and
  Communications","  As the explosive growth of smart devices and the advent of many new
applications, traffic volume has been growing exponentially. The traditional
centralized network architecture cannot accommodate such user demands due to
heavy burden on the backhaul links and long latency. Therefore, new
architectures which bring network functions and contents to the network edge
are proposed, i.e., mobile edge computing and caching. Mobile edge networks
provide cloud computing and caching capabilities at the edge of cellular
networks. In this survey, we make an exhaustive review on the state-of-the-art
research efforts on mobile edge networks. We first give an overview of mobile
edge networks including definition, architecture and advantages. Next, a
comprehensive survey of issues on computing, caching and communication
techniques at the network edge is presented respectively. The applications and
use cases of mobile edge networks are discussed. Subsequently, the key enablers
of mobile edge networks such as cloud technology, SDN/NFV and smart devices are
discussed. Finally, open research challenges and future directions are
presented as well.
","Shuo Wang|Xing Zhang|Yan Zhang|Lin Wang|Juwo Yang|Wenbo Wang","","http://arxiv.org/abs/1703.10750v1","http://arxiv.org/pdf/1703.10750v1","http://dx.doi.org/10.1109/ACCESS.2017.2685434","","IEEE Access , vol.PP, no.99, pp.1-1, 2017","10.1109/ACCESS.2017.2685434","cs.NI","cs.NI"
"182","1704.01247v1","2017-04-05 02:44:59","2017-04-05 02:44:59","Software Defined Networking Enabled Wireless Network Virtualization:
  Challenges and Solutions","  Next generation (5G) wireless networks are expected to support the massive
data and accommodate a wide range of services/use cases with distinct
requirements in a cost-effective, flexible, and agile manner. As a promising
solution, wireless network virtualization (WNV), or network slicing, enables
multiple virtual networks to share the common infrastructure on demand, and to
be customized for different services/use cases. This article focuses on
network-wide resource allocation for realizing WNV. Specifically, the
motivations, the enabling platforms, and the benefits of WNV, are first
reviewed. Then, resource allocation for WNV along with the technical challenges
is discussed. Afterwards, a software defined networking (SDN) enabled resource
allocation framework is proposed to facilitate WNV, including the key
procedures and the corresponding modeling approaches. Furthermore, a case study
is provided as an example of resource allocation in WNV. Finally, some open
research topics essential to WNV are discussed.
","Ning Zhang|Peng Yang|Shan Zhang|Dajiang Chen|Weihua Zhuang|Ben Liang| Xuemin| Shen","Sherman|Sherman|Sherman|Sherman|Sherman|Sherman|Sherman|","http://arxiv.org/abs/1704.01247v1","http://arxiv.org/pdf/1704.01247v1","","16 pages, 5 figures. To appear in IEEE Network Magazine","","","cs.NI","cs.NI"
"183","1704.05432v1","2017-04-18 17:21:39","2017-04-18 17:21:39","Reverse Engineering of Communications Networks: Evolution and Challenges","  Reverse engineering of a communications network is the process of identifying
the communications protocol used in the network. This problem arises in various
situations such as eavesdropping, intelligent jamming, cognitive radio, and
adaptive coding and modulation (ACM). According to the Open Systems
Interconnection (OSI) reference model, the first step in reverse engineering of
communications networks is recognition of physical layer which consists of
recognition of digital modulations and identification of physical layer
transmission techniques. The next step is recognition of data link layer
(consisting of frame synchronization, recognition of channel codes,
reconstruction of interleavers, reconstruction of scramblers, etc.) and also
recognition of network and transport layers. The final step in reverse
engineering of communications networks is recognition of upper layers which
essentially can be seen as identification of source encoders. The objective of
this paper is to provide a comprehensive overview on the current methods for
reverse engineering of communications networks. Furthermore, challenges and
open research issues in this field are introduced.
","Mehdi Teimouri|Hamidreza Kakaei Motlagh","","http://arxiv.org/abs/1704.05432v1","http://arxiv.org/pdf/1704.05432v1","","18 pages, 9 figures","","","cs.IT","cs.IT|math.IT"
"184","1704.06825v1","2017-04-22 17:49:04","2017-04-22 17:49:04","Deep Learning for Medical Image Processing: Overview, Challenges and
  Future","  Healthcare sector is totally different from other industry. It is on high
priority sector and people expect highest level of care and services regardless
of cost. It did not achieve social expectation even though it consume huge
percentage of budget. Mostly the interpretations of medical data is being done
by medical expert. In terms of image interpretation by human expert, it is
quite limited due to its subjectivity, the complexity of the image, extensive
variations exist across different interpreters, and fatigue. After the success
of deep learning in other real world application, it is also providing exciting
solutions with good accuracy for medical imaging and is seen as a key method
for future applications in health secotr. In this chapter, we discussed state
of the art deep learning architecture and its optimization used for medical
image segmentation and classification. In the last section, we have discussed
the challenges deep learning based methods for medical imaging and open
research issue.
","Muhammad Imran Razzak|Saeeda Naz|Ahmad Zaib","","http://arxiv.org/abs/1704.06825v1","http://arxiv.org/pdf/1704.06825v1","","","","","cs.CV","cs.CV"
"185","1704.07621v1","2017-04-25 10:38:14","2017-04-25 10:38:14","Optical Non-Orthogonal Multiple Access for Visible Light Communication","  The proliferation of mobile Internet and connected devices, offering a
variety of services at different levels of performance, represents a major
challenge for the fifth generation wireless networks and beyond. This requires
a paradigm shift towards the development of key enabling techniques for the
next generation wireless networks. In this respect, visible light communication
(VLC) has recently emerged as a new communication paradigm that is capable of
providing ubiquitous connectivity by complementing radio frequency
communications. One of the main challenges of VLC systems, however, is the low
modulation bandwidth of the light-emitting-diodes, which is in the megahertz
range. This article presents a promising technology, referred to as ""optical-
non-orthogonal multiple access (O-NOMA)"", which is envisioned to address the
key challenges in the next generation of wireless networks. We provide a
detailed overview and analysis of the state-of-the-art integration of O-NOMA in
VLC networks. Furthermore, we provide insights on the potential opportunities
and challenges as well as some open research problems that are envisioned to
pave the way for the future design and implementation of O-NOMA in VLC systems.
","Hanaa Marshoud|Sami Muhaidat|Paschalis C. Sofotasios|Sajjad Hussain|Muhammad Ali Imran|Bayan S. Sharif","","http://arxiv.org/abs/1704.07621v1","http://arxiv.org/pdf/1704.07621v1","","","","","cs.IT","cs.IT|math.IT"
"186","1705.03666v1","2017-05-10 08:55:55","2017-05-10 08:55:55","Hybrid PDE solver for data-driven problems and modern branching","  The numerical solution of large-scale PDEs, such as those occurring in
data-driven applications, unavoidably require powerful parallel computers and
tailored parallel algorithms to make the best possible use of them. In fact,
considerations about the parallelization and scalability of realistic problems
are often critical enough to warrant acknowledgement in the modelling phase.
The purpose of this paper is to spread awareness of the Probabilistic Domain
Decomposition (PDD) method, a fresh approach to the parallelization of PDEs
with excellent scalability properties. The idea exploits the stochastic
representation of the PDE and its approximation via Monte Carlo in combination
with deterministic high-performance PDE solvers. We describe the ingredients of
PDD and its applicability in the scope of data science. In particular, we
highlight recent advances in stochastic representations for nonlinear PDEs
using branching diffusions, which have significantly broadened the scope of
PDD.
  We envision this work as a dictionary giving large-scale PDE practitioners
references on the very latest algorithms and techniques of a non-standard, yet
highly parallelizable, methodology at the interface of deterministic and
probabilistic numerical methods. We close this work with an invitation to the
fully nonlinear case and open research questions.
","Francisco Bernal|Gonçalo dos Reis|Greig Smith","","http://arxiv.org/abs/1705.03666v1","http://arxiv.org/pdf/1705.03666v1","","23 pages, 7 figures; Final SMUR version; To appear in the European
  Journal of Applied Mathematics (EJAM)","","","math.NA","math.NA|math.PR|q-fin.CP|Primary 65C05, 65C30, Secondary: 65N55, 60H35, 91-XX, 35CXX"
"187","1705.04069v1","2017-05-11 08:34:06","2017-05-11 08:34:06","Survey on Data-Centric based Routing Protocols for Wireless Sensor
  Networks","  The great concern for energy that grew with the technological advances in the
field of networks and especially in sensor network has triggered various
approaches and protocols that relate to sensor networks. In this context, the
routing protocols were of great interest. The aim of the present paper is to
discuss routing protocols for sensor networks. This paper will focus mainly on
the discussion of the data-centric approach (COUGAR, rumor, SPIN, flooding and
Gossiping), while shedding light on the other approaches occasionally. The
functions of the nodes will be discussed as well. The methodology selected for
this paper is based on a close description and discussion of the protocol. As a
conclusion, open research questions and limitations are proposed to the reader
at the end of this paper.
","Khalid Al Rasbi|Hothefa Shaker|Zeyad Sharef","MCBS|MCBS|College of Engineering","http://arxiv.org/abs/1705.04069v1","http://arxiv.org/pdf/1705.04069v1","http://dx.doi.org/10.24001/eec.2.2.3","","International Journal of Electrical, Electronics and Computers
  (EEC Journal), 2017, 2, pp.9 - 16","10.24001/eec.2.2.3","cs.NI","cs.NI|cs.DC"
"188","1705.06202v1","2017-05-17 15:14:00","2017-05-17 15:14:00","Data Access for LIGO on the OSG","  During 2015 and 2016, the Laser Interferometer Gravitational-Wave Observatory
(LIGO) conducted a three-month observing campaign. These observations delivered
the first direct detection of gravitational waves from binary black hole
mergers. To search for these signals, the LIGO Scientific Collaboration uses
the PyCBC search pipeline. To deliver science results in a timely manner, LIGO
collaborated with the Open Science Grid (OSG) to distribute the required
computation across a series of dedicated, opportunistic, and allocated
resources. To deliver the petabytes necessary for such a large-scale
computation, our team deployed a distributed data access infrastructure based
on the XRootD server suite and the CernVM File System (CVMFS). This data access
strategy grew from simply accessing remote storage to a POSIX-based interface
underpinned by distributed, secure caches across the OSG.
","Derek Weitzel|Brian Bockelman|Duncan A. Brown|Peter Couvares|Frank Würthwein|Edgar Fajardo Hernandez","","http://arxiv.org/abs/1705.06202v1","http://arxiv.org/pdf/1705.06202v1","","6 pages, 3 figures, submitted to PEARC17","","","cs.DC","cs.DC|astro-ph.IM"
"189","1706.00904v1","2017-06-03 07:15:34","2017-06-03 07:15:34","X-TCP: A Cross Layer Approach for TCP Uplink Flows in mmWave Networks","  Millimeter wave frequencies will likely be part of the fifth generation of
mobile networks and of the 3GPP New Radio (NR) standard. MmWave communication
indeed provides a very large bandwidth, thus an increased cell throughput, but
how to exploit these resources at the higher layers is still an open research
question. A very relevant issue is the high variability of the channel, caused
by the blockage from obstacles and the human body. This affects the design of
congestion control mechanisms at the transport layer, and state-of-the-art TCP
schemes such as TCP CUBIC present suboptimal performance. In this paper, we
present a cross layer approach for uplink flows that adjusts the congestion
window of TCP at the mobile equipment side using an estimation of the available
data rate at the mmWave physical layer, based on the actual resource allocation
and on the Signal to Interference plus Noise Ratio. We show that this approach
reduces the latency, avoiding to fill the buffers in the cellular stack, and
has a quicker recovery time after RTO events than several other TCP congestion
control algorithms.
","Tommy Azzino|Matteo Drago|Michele Polese|Andrea Zanella|Michele Zorzi","","http://arxiv.org/abs/1706.00904v1","http://arxiv.org/pdf/1706.00904v1","http://dx.doi.org/10.1109/MedHocNet.2017.8001650","6 pages, 5 figures, accepted for presentation at the 2017 16th Annual
  Mediterranean Ad Hoc Networking Workshop (MED-HOC-NET)","","10.1109/MedHocNet.2017.8001650","cs.NI","cs.NI|cs.IT|math.IT"
"190","1706.08628v1","2017-06-26 23:52:52","2017-06-26 23:52:52","Self-Sustaining Caching Stations: Towards Cost-Effective 5G-Enabled
  Vehicular Networks","  In this article, we investigate the cost-effective 5G-enabled vehicular
networks to support emerging vehicular applications, such as autonomous
driving, in-car infotainment and location-based road services. To this end,
self-sustaining caching stations (SCSs) are introduced to liberate on-road base
stations from the constraints of power lines and wired backhauls. Specifically,
the cache-enabled SCSs are powered by renewable energy and connected to core
networks through wireless backhauls, which can realize ""drop-and-play""
deployment, green operation, and low-latency services. With SCSs integrated, a
5G-enabled heterogeneous vehicular networking architecture is further proposed,
where SCSs are deployed along roadside for traffic offloading while
conventional macro base stations (MBSs) provide ubiquitous coverage to
vehicles. In addition, a hierarchical network management framework is designed
to deal with high dynamics in vehicular traffic and renewable energy, where
content caching, energy management and traffic steering are jointly
investigated to optimize the service capability of SCSs with balanced power
demand and supply in different time scales. Case studies are provided to
illustrate SCS deployment and operation designs, and some open research issues
are also discussed.
","Shan Zhang|Ning Zhang|Xiaojie Fang|Peng Yang| Xuemin| Shen","Sherman|Sherman|Sherman|Sherman|Sherman|","http://arxiv.org/abs/1706.08628v1","http://arxiv.org/pdf/1706.08628v1","http://dx.doi.org/10.1109/MCOM.2017.1700129","IEEE Communications Magazine, to appear","","10.1109/MCOM.2017.1700129","cs.NI","cs.NI|cs.IT|math.IT"
"191","1707.00852v1","2017-07-04 08:44:51","2017-07-04 08:44:51","Network Slicing in 5G Mobile Communication Architecture, Profit
  Modeling, and Challenges","  Efficient flexibility and higher system scalability call for enhanced network
performance, better energy consumption, lower infrastructure cost, and
effective resource utilization. To accomplish this, an architectural
optimization and reconstruction of existing cellular network is required.
Network slicing is considered to be one of the key enablers and an
architectural answer of communication system of 2020 and beyond. Traditional
mobile operators provide all types of services to various kinds of customers
through a single network, however, with the deployment of network slicing
operators are now able to divide entire network into different slices each with
its own configuration and specific Quality of Service (QoS) requirements. In a
slice-based network, each slice will be considered as a separate logical
network. In this way, the infrastructure utilization and resource allocation
will be much more energy and cost efficient in comparison to traditional
network. In this paper, we provided a comprehensive discussion on concept and
system architecture of network slicing with particular focus on its business
aspect and profit modeling. We throughly discussed two different dimensions of
profit modeling, so called Own-Slice Implementation and Resource Leasing for
Outsourced Slices. We further addressed open research directions and existing
challenges with the purpose of motivating new advances and adding realistic
solutions to this emerging technology.
","Mohammad Asif Habibi|Bin Han|Hans D. Schotten","","http://arxiv.org/abs/1707.00852v1","http://arxiv.org/pdf/1707.00852v1","","","","","cs.NI","cs.NI"
