"","Scopus_ID","Title","Author","Date","DOI"
"1346","SCOPUS_ID:85069925033","Rapid growth and defence evolution following multiple introductions","van Boheemen L.A.","2019-07-01","10.1002/ece3.5275"
"1347","SCOPUS_ID:85069503616","Begging behavior as an honest signal of need and parent–offspring association during the postfledging dependency period","Davis K.L.","2019-07-01","10.1002/ece3.5279"
"1348","SCOPUS_ID:85069437389","Phylogeography of Dendrolimus punctatus (Lepidoptera: Lasiocampidae): Population differentiation and last glacial maximum survival","Li J.","2019-07-01","10.1002/ece3.5278"
"1349","SCOPUS_ID:85067228798","Correction: What meta-analyses reveal about the replicability of psychological research [Psychological Bulletin, 144, 12, (2018), (1325-1346)] DOI: 10.1037/bul0000169",NA,"2019-07-01","10.1037/bul0000203"
"1350","SCOPUS_ID:85048520753","Russian Sentence Corpus: Benchmark measures of eye movements in reading in Russian","Laurinavichyute A.K.","2019-06-15","10.3758/s13428-018-1051-6"
"1351","SCOPUS_ID:85070957332","Nucleus-deploying research data management infrastructure at the los alamos national laboratory","Cain B.","2019-06-01","10.1109/JCDL.2019.00087"
"1352","SCOPUS_ID:85067186858","Correction: Extrafoveal attentional capture by object semantics (PLoS One (2019) 14:5 (e0217051) DOI: 10.1371/journal.pone.0217051)","Nuthmann A.","2019-06-01","10.1371/journal.pone.0218502"
"1353","SCOPUS_ID:85064569839","Open and Reproducible Research on Open Science Framework","Sullivan I.","2019-06-01","10.1002/cpet.32"
"1354","SCOPUS_ID:85061039833","Assessing Children's Understanding of Complex Syntax: A Comparison of Two Methods","Frizelle P.","2019-06-01","10.1111/lang.12332"
"1355","SCOPUS_ID:85060542151","The Development of Implicit and Explicit Knowledge of Collocations: A Conceptual Replication and Extension of Sonbul and Schmitt (2013)","Toomer M.","2019-06-01","10.1111/lang.12335"
"1356","SCOPUS_ID:85056818033","Strategic entrepreneurial behaviors: Construct and scale development","Anderson B.S.","2019-06-01","10.1002/sej.1306"
"1357","SCOPUS_ID:85066407953","Point of choice kilocalorie labelling in the UK eating out of home sector: A descriptive study of major chains","Robinson E.","2019-05-28","10.1186/s12889-019-7017-5"
"1358","SCOPUS_ID:85090152537","Administration of galacto-oligosaccharide prebiotics in the Flinders Sensitive Line animal model of depression","Bannach-Brown A.","2019-05-25","10.1136/bmjos-2018-000017"
"1359","SCOPUS_ID:85066401657","A smartphone based attentive eating intervention for energy intake and weight loss: Results from a randomised controlled trial","Whitelock V.","2019-05-21","10.1186/s12889-019-6923-x"
"1360","SCOPUS_ID:85067096155","Protocol for a systematic review and meta-analysis of data from preclinical studies employing forced swimming test: An update","Ramos-Hryb A.B.","2019-05-01","10.1136/bmjos-2017-000043"
"1361","SCOPUS_ID:85066935952","Correction: The hMLH1 -93G&gt;A polymorphism and risk of ovarian cancer in the Chinese population (PLoS One (2015) 10:8 (e0135822) DOI: 10.1371/journal.pone.0135822)","Niu L.","2019-05-01","10.1371/journal.pone.0218032"
"1362","SCOPUS_ID:85065788176","The role of trust in the social heuristics hypothesis","Montealegre A.","2019-05-01","10.1371/journal.pone.0216329"
"1363","SCOPUS_ID:85061062730","A confirmatory study of the relations between workplace sexism, sense of belonging, mental health, and job satisfaction among women in male-dominated industries","Rubin M.","2019-05-01","10.1111/jasp.12577"
"1364","SCOPUS_ID:85041557333","Collaborative circuit designs using the CRAFT repository","Brinckman A.","2019-05-01","10.1016/j.future.2018.01.018"
"1365","SCOPUS_ID:85067340456","Computational analysis of ampseq data for targeted, high-throughput genotyping of amplicons","Fresnedo-Ramírez J.","2019-04-16","10.3389/fpls.2019.00599"
"1366","SCOPUS_ID:85066511160","Preregistering qualitative research","L. Haven T.","2019-04-03","10.1080/08989621.2019.1580147"
"1367","SCOPUS_ID:85064965394","Simulation-based training for increasing health service board members' effectiveness: Protocol for a cluster-randomised controlled trial","Faulkner N.","2019-04-01","10.1136/bmjopen-2018-025170"
"1368","SCOPUS_ID:85064827201","Landscape heterogeneity in landform and land use provides functional resistance to gene flow in continuous Asian black bear populations","Ohnishi N.","2019-04-01","10.1002/ece3.5102"
"1369","SCOPUS_ID:85064816176","The role of glacial-interglacial climate change in shaping the genetic structure of eastern subterranean termites in the southern Appalachian Mountains, USA","Hyseni C.","2019-04-01","10.1002/ece3.5065"
"1370","SCOPUS_ID:85061376249","Thermodynamic integration and steppingstone sampling methods for estimating Bayes factors: A tutorial","Annis J.","2019-04-01","10.1016/j.jmp.2019.01.005"
"1371","SCOPUS_ID:85063597496","Involuntary hamstring muscle activity reduces passive hip range of motion during the straight leg raise test: A stimulation study in healthy people","Foo Y.","2019-03-27","10.1186/s12891-019-2511-6"
"1372","SCOPUS_ID:85061001909","A Bayesian Approach to Measuring Evidence in L2 Research: An Empirical Investigation","Norouzian R.","2019-03-01","10.1111/modl.12543"
"1373","SCOPUS_ID:85054757052","Gesture and Vocabulary Learning in a Second Language","Huang X.","2019-03-01","10.1111/lang.12326"
"1374","SCOPUS_ID:85054748169","Segmentation of Highly Vocalic Speech Via Statistical Learning: Initial Results From Danish, Norwegian, and English","Trecca F.","2019-03-01","10.1111/lang.12325"
"1375","SCOPUS_ID:85053198154","Incidental Learning and Long-Term Retention of New Word Meanings From Stories: The Effect of Number of Exposures","Hulme R.C.","2019-03-01","10.1111/lang.12313"
"1376","SCOPUS_ID:85061619296","Italian Age of Acquisition Norms for a Large Set of Words (ItAoA)","Montefinese M.","2019-02-13","10.3389/fpsyg.2019.00278"
"1377","SCOPUS_ID:85061259667","Researcher allegiance in research on psychosocial interventions: Meta-research study protocol and pilot study","Yoder W.R.","2019-02-01","10.1136/bmjopen-2018-024622"
"1378","SCOPUS_ID:85058673116","Conducting Registered Report Research: A Conversation With Matthew McBee and Scott Peters","Kettler T.","2019-02-01","10.1177/1932202X18809371"
"1379","SCOPUS_ID:85055902081","An open-science crowdsourcing approach for producing community noise maps using smartphones","Picaut J.","2019-01-15","10.1016/j.buildenv.2018.10.049"
"1380","SCOPUS_ID:85052648664","The roles of altruism, heroism, and physical attractiveness in female mate choice","Margana L.","2019-01-15","10.1016/j.paid.2018.08.018"
"1381","SCOPUS_ID:85059742807","Clinical applications of palmitoylethanolamide in pain management: Protocol for a scoping review 11 Medical and Health Sciences 1115 Pharmacology and Pharmaceutical Sciences","Passavanti M.B.","2019-01-08","10.1186/s13643-018-0934-z"
"1382","SCOPUS_ID:85074959087","Mapping global evidence on strategies and interventions in neurotrauma and road traffic collisions prevention: A scoping review protocol","M Selveindran S.","2019-01-01","10.1136/bmjopen-2019-031517"
"1383","SCOPUS_ID:85074724181","The matrix reasoning item bank (MaRs-IB): Novel, open-access abstract reasoning items for adolescents and adults","Chierchia G.","2019-01-01","10.1098/rsos.190232"
"1384","SCOPUS_ID:85074481915","Beliefs are multidimensional and vary in stability over time-Psychometric properties of the beliefs and values inventory (bvi)","Barnby J.M.","2019-01-01","10.7717/peerj.6819"
"1385","SCOPUS_ID:85074049556","The Quantitative Implications of Definitions of Giftedness","McBee M.T.","2019-01-01","10.1177/2332858419831007"
"1386","SCOPUS_ID:85073450696","Contribution of shape and surface reflectance information to kinship detection in 3D face images","Fasolt V.","2019-01-01","10.1167/19.12.9"
"1387","SCOPUS_ID:85070884449","Excuse Validation: A Cross-cultural Study","Turri J.","2019-01-01","10.1111/cogs.12748"
"1388","SCOPUS_ID:85069709877","Towards the Baikal open laboratory in astroparticle physics","Bezyazeekov P.","2019-01-01",NA
"1389","SCOPUS_ID:85065192323","Body odor disgust sensitivity predicts moral harshness toward moral violations of purity","Liuzza M.T.","2019-01-01","10.3389/fpsyg.2019.00458"
"1390","SCOPUS_ID:85065127833","Publishing open, reproducible research with undergraduates","Strand J.F.","2019-01-01","10.3389/fpsyg.2019.00564"
"1391","SCOPUS_ID:85062867961","The Effects of Repetition on Incidental Vocabulary Learning: A Meta-Analysis of Correlational Studies","Uchihara T.","2019-01-01","10.1111/lang.12343"
"1392","SCOPUS_ID:85062350616","Statistical Regularities Affect the Perception of Second Language Speech: Evidence From Adult Classroom Learners of Mandarin Chinese","Wiener S.","2019-01-01","10.1111/lang.12342"
"1393","SCOPUS_ID:85062299151","Paradoxical Simulations to Enhance Education in Mathematics","Cheong K.H.","2019-01-01","10.1109/ACCESS.2019.2892742"
"1394","SCOPUS_ID:85061571910","Framing climate uncertainty: Frame choices reveal and influence climate change beliefs","Kause A.","2019-01-01","10.1175/WCAS-D-18-0002.1"
"1395","SCOPUS_ID:85060550239","Erratum: Expected changes in obesity after reformulation to reduce added sugars in beverages: A modeling study (PLoS Medicine (2018) 15:10 (e1002664) DOI: 10.1371/journal.pmed.1002664)","Basto-Abreu A.","2019-01-01","10.1371/JOURNAL.PMED.1002743"
"1396","SCOPUS_ID:85053048926","Modeling the micro-macro link: Understanding macro-level outcomes using randomization tests on micro-level data","Dijkstra J.","2019-01-01","10.1016/j.ssresearch.2018.08.013"
"1397","SCOPUS_ID:85059228826","Patient-centred care for addiction treatment: A scoping review protocol","Marchand K.","2018-12-01","10.1136/bmjopen-2018-024588"
"1398","SCOPUS_ID:85055965706","A Meta-Analysis and Meta-Regression of Incidental Second Language Word Learning from Spoken Input","de Vos J.F.","2018-12-01","10.1111/lang.12296"
"1399","SCOPUS_ID:85055900249","Corrigendum to “Clear evidence for item limits in visual working memory” (Cognitive Psychology (2017) 97 (79–97), (S0010028517300634) (10.1016/j.cogpsych.2017.07.001))","Adam K.","2018-12-01","10.1016/j.cogpsych.2018.10.002"
"1400","SCOPUS_ID:85053201208","The Bayesian Revolution in Second Language Research: An Applied Approach","Norouzian R.","2018-12-01","10.1111/lang.12310"
"1401","SCOPUS_ID:85051078651","Individual Differences in Syntactic Ability and Construction Learning: An Exploration of the Relationship","Riches N.","2018-12-01","10.1111/lang.12307"
"1402","SCOPUS_ID:85050454954","An Open for Replication Study: The Role of Feedback Timing in Synchronous Computer-Mediated Communication","Arroyo D.C.","2018-12-01","10.1111/lang.12300"
"1403","SCOPUS_ID:85056324423","Evaluating the impact of a network of research partnerships: A longitudinal multiple case study protocol 11 Medical and Health Sciences 1117 Public Health and Health Services 16 Studies in Human Society 1608 Sociology","Hoekstra F.","2018-11-12","10.1186/s12961-018-0377-y"
"1404","SCOPUS_ID:85096509010","Correction to Chan, Meissner, and Davis (2018) (Psychological Bulletin 144(11) (1111-1146) (10.1037/bul0000166))",NA,"2018-11-01","10.1037/bul0000312"
"1405","SCOPUS_ID:85053341654","Body-object interaction ratings for 750 Spanish words","Alonso M.Á.","2018-11-01","10.1017/S0142716418000309"
"1406","SCOPUS_ID:85055351058","An IMU-based traffic and road condition monitoring system","Lei T.","2018-10-01","10.1016/j.ohx.2018.e00045"
"1407","SCOPUS_ID:85054076206","Correction: Disrupted dispersal and its genetic consequences: Comparing protected and threatened baboon populations (Papio papio) in West Africa(PLoS ONE (2018) 13:4 (e0194189) DOI: 10.1371/journal.pone.0194189)","Da Silva M.J.F.","2018-10-01","10.1371/journal.pone.0205302"
"1408","SCOPUS_ID:85053222576","Open Science Badges in the Journal of Neurochemistry","Schweitzer B.","2018-10-01","10.1111/jnc.14536"
"1409","SCOPUS_ID:85058235318","Threats to national security and public support for integration: the case of Armenia and Nagorno-Karabakh","Spina N.","2018-09-02","10.1080/23761199.2018.1501892"
"1410","SCOPUS_ID:85052885654","Weight Loss Maintenance and Cellular Aging in the Supporting Health Through Nutrition and Exercise Study","Mason A.E.","2018-09-01","10.1097/PSY.0000000000000616"
"1411","SCOPUS_ID:85052377524","Corrigendum to: The Pen Is Mightier Than the Keyboard: Advantages of Longhand Over Laptop Note Taking (Psychological Science, (2014), 25, 6, (1159-1168), 10.1177/0956797614524581)",NA,"2018-09-01","10.1177/0956797618781773"
"1412","SCOPUS_ID:85048790376","How would publication bias distort the estimated effect size of prototypic antidepressants in the forced swim test?","Ramos-Hryb A.","2018-09-01","10.1016/j.neubiorev.2018.05.025"
"1413","SCOPUS_ID:85052650782","ICoverT: A rich data source on the incidence of child maltreatment over time in England and Wales","Esposti M.D.","2018-08-01","10.1371/journal.pone.0201223"
"1414","SCOPUS_ID:85046708146","Corrigendum to “Choosing the right delay-discounting task: Completion times and rates of nonsystematic data” [Behav. Processes 151 (2018) 119–125] (S0376635717304175) (10.1016/j.beproc.2018.03.022))","Rung J.","2018-08-01","10.1016/j.beproc.2018.04.016"
"1415","SCOPUS_ID:85039456735","eRepo-ORP: Exploring the Opportunity Space to Combat Orphan Diseases with Existing Drugs","Brylinski M.","2018-07-20","10.1016/j.jmb.2017.12.001"
"1416","SCOPUS_ID:85049465636","Building an open science framework to model soil organic carbon","Flathers E.","2018-07-01","10.2134/jeq2017.08.0318"
"1417","SCOPUS_ID:85045223572","Lack of preregistered analysis plans allows unacceptable data mining for and selective reporting of consensus in Delphi studies","Grant S.","2018-07-01","10.1016/j.jclinepi.2018.03.007"
"1418","SCOPUS_ID:85048635704","Utility of social media and crowd-intelligence data for pharmacovigilance: A scoping review","Tricco A.C.","2018-06-14","10.1186/s12911-018-0621-y"
"1419","SCOPUS_ID:85047422843","Corrigendumk to: Stand by Your Stroop: Standing Up Enhances Selective Attention and Cognitive Control (Psychological Science, (2017), 28, (1864-1867), 10.1177/0956797617721270)",NA,"2018-06-01","10.1177/0956797618772298"
"1420","SCOPUS_ID:85046791930","A high-density scalp EEG dataset acquired during brief naps after a visual working memory task","Mei N.","2018-06-01","10.1016/j.dib.2018.04.073"
"1421","SCOPUS_ID:85074289384","One of us … and us … and us: Evidence that leaders’ multiple identity prototypicality (LMIP) is related to their perceived effectiveness","Steffens N.K.","2018-05-04","10.1080/23743603.2019.1624156"
"1422","SCOPUS_ID:85042334759","Out of debt, out of burden: The physical burdens of debt","Liu H.Z.","2018-05-01","10.1016/j.jesp.2018.01.003"
"1423","SCOPUS_ID:85019553481","The Provo Corpus: A large eye-tracking corpus with predictability norms","Luke S.","2018-04-01","10.3758/s13428-017-0908-4"
"1424","SCOPUS_ID:85017430765","Dutch taboo norms","Roest S.A.","2018-04-01","10.3758/s13428-017-0890-x"
"1425","SCOPUS_ID:85044199776","Beliefs and attitudes about addressing alcohol consumption in health care: A population survey in England","O'Donnell A.","2018-03-21","10.1186/s12889-018-5275-2"
"1426","SCOPUS_ID:85041947594","Engaging policy-makers, heath system managers, and policy analysts in the knowledge synthesis process: A scoping review","Tricco A.C.","2018-02-12","10.1186/s13012-018-0717-x"
"1427","SCOPUS_ID:85043494819","Correction: Radical framing effects in the ultimatum game: The impact of explicit culturally transmitted frames on economic decision-making (R. Soc. open sci., (2017) 4, 170543, 10.1098/rsos.170543)",NA,"2018-02-01","10.1098/rsos.180120"
"1428","SCOPUS_ID:85078905253","Optimizing Cue Use in Student Restudy Decisions","Robey A.","2018-01-01",NA
"1429","SCOPUS_ID:85078325543","Clinical annotation reference templates: A resource for consistent variant annotation [version 1; peer review: 1 approved with reservations, 1 not approved]","Yost S.","2018-01-01","10.12688/wellcomeopenres.14924.1"
"1430","SCOPUS_ID:85072168608","The allen brain atlas: Toward understanding brain behavior and function through data acquisition, visualization, analysis, and integration","Gilbert T.L.","2018-01-01","10.1016/B978-0-12-804078-2.00003-9"
"1431","SCOPUS_ID:85065730681","Association between social class, greed, and unethical behaviour: A replication study","Clerke A.","2018-01-01","10.1525/collabra.166"
"1432","SCOPUS_ID:85058570265","(Over)eating out at major UK restaurant chains: Observational study of energy content of main meals","Robinson E.","2018-01-01","10.1136/bmj.k4982"
"1433","SCOPUS_ID:85054543655","Integrated virtual laboratory in engineering mathematics education: Fourier theory","Cheong K.H.","2018-01-01","10.1109/ACCESS.2018.2873815"
"1434","SCOPUS_ID:85052216062","Accelerated induction regimens of TNF-alpha inhibitors in patients with inflammatory bowel disease: A scoping review protocol","Johnston A.","2018-01-01","10.1136/bmjopen-2017-019909"
"1435","SCOPUS_ID:85051862805","On the automaticity of familiarity in short-term recognition: A test of the dual-process assumption with the PRP Paradigm","Oberauer K.","2018-01-01","10.5334/joc.21"
"1436","SCOPUS_ID:85042159426","Data sharing and reanalysis of randomized controlled trials in leading biomedical journals with a full data sharing policy: Survey of studies published in the BMJ and PLOS Medicine","Naudet F.","2018-01-01","10.1136/bmj.k400"
"1437","SCOPUS_ID:85038241373","A systematic review of marine-based Species Distribution Models (SDMs) with recommendations for best practice","Robinson N.M.","2017-12-18","10.3389/fmars.2017.00421"
"1438","SCOPUS_ID:85021755118","Data on eye behavior during idea generation and letter-by-letter reading","Walcher S.","2017-12-01","10.1016/j.dib.2017.09.009"
"1439","SCOPUS_ID:85040598133","Nationwide Research Data Management Service of Japan in the Open Science Era","Komiyama Y.","2017-11-15","10.1109/IIAI-AAI.2017.144"
"1440","SCOPUS_ID:85030838173","Associations of the COMT Val<sup>158</sup>Met polymorphism with working memory and intelligence – A review and meta-analysis","Geller S.","2017-11-01","10.1016/j.intell.2017.09.002"
"1441","SCOPUS_ID:85020770406","The woman who wasn't there: Converging evidence that subliminal social comparison affects self-evaluation","Chatard A.","2017-11-01","10.1016/j.jesp.2017.05.005"
"1442","SCOPUS_ID:85032008638","The STROBE extensions: Protocol for a qualitative assessment of content and a survey of endorsement","Sharp M.K.","2017-10-01","10.1136/bmjopen-2017-019043"
"1443","SCOPUS_ID:85029123152","Behavioural Addiction Open Definition 2.0—using the Open Science Framework for collaborative and transparent theoretical development","Billieux J.","2017-10-01","10.1111/add.13938"
"1444","SCOPUS_ID:85028995595","Erratum to: The Social Reach: 8-Month-Olds Reach for Unobtainable Objects in the Presence of Another Person (Psychological Science, (2016), 27, 9, (1278-1285), 10.1177/0956797616659938)",NA,"2017-09-01","10.1177/0956797617718816"
"1445","SCOPUS_ID:85021052938","Validity and reliability of electroacoustic probe for diagnosis of developmental dysplasia of the hip","Padilla-Raygoza N.","2017-06-19","10.1186/s12887-017-0903-z"
"1446","SCOPUS_ID:85029520000","A high performance, low power computational platform for complex sensing operations in smart cities","Jiang J.","2017-04-01","10.1016/j.ohx.2017.01.001"
"1447","SCOPUS_ID:85016784559","Conducting reproducible research with Umbrella: Tracking, creating, and preserving execution environments","Meng H.","2017-03-03","10.1109/eScience.2016.7870889"
"1448","SCOPUS_ID:85011016241","Cyber infrastructure for open science at the montreal neurological institute","Das S.","2017-01-06","10.3389/fninf.2016.00053"
"1449","SCOPUS_ID:85136133615","Introduction to the Special Issue of the Scientific Study of Laughter: Where We Have Been, Current Innovations, and Where We Might Go From Here","Farley S.D.","2022-12-01","10.1007/s10919-022-00413-6"
"1450","SCOPUS_ID:85135992270","Lessons from the COVID-19 pandemic and recent developments on the communication of clinical trials, publishing practices, and research integrity: in conversation with Dr. David Moher","Lawson D.O.","2022-12-01","10.1186/s13063-022-06624-y"
"1451","SCOPUS_ID:85132293225","Open science at the science–policy interface: bringing in the evidence?","Reichmann S.","2022-12-01","10.1186/s12961-022-00867-6"
"1452","SCOPUS_ID:85139338259","Open and reproducible neuroimaging: From study inception to publication","Niso G.","2022-11-01","10.1016/j.neuroimage.2022.119623"
"1453","SCOPUS_ID:85139214526","The past, present, and future of experimental methods in the social sciences","Mize T.D.","2022-11-01","10.1016/j.ssresearch.2022.102799"
"1454","SCOPUS_ID:85134250743","Rigor and reproducibility for data analysis and design in the study of eating disorders","Susanin A.","2022-10-01","10.1002/eat.23774"
"1455","SCOPUS_ID:85102855483","Open Science and Single-Case Design Research","Cook B.G.","2022-10-01","10.1177/0741932521996452"
"1456","SCOPUS_ID:85138459860","Factor structure of intelligence and divergent thinking subtests: A registered report","Warne R.T.","2022-09-01","10.1371/journal.pone.0274921"
"1457","SCOPUS_ID:85138442379","A guide to open science practices for animal research","Diederich K.","2022-09-01","10.1371/journal.pbio.3001810"
"1458","SCOPUS_ID:85131856413","Do Open-Science Badges Increase Trust in Scientists Among Undergraduates, Scientists, and the Public?","Schneider J.","2022-09-01","10.1177/09567976221097499"
"1459","SCOPUS_ID:85130619475","Survey on Open Science Practices in Functional Neuroimaging","Paret C.","2022-08-15","10.1016/j.neuroimage.2022.119306"
"1460","SCOPUS_ID:85137957459","Open and reproducible science practices in psychoneuroendocrinology: Opportunities to foster scientific progress","Meier M.","2022-08-01","10.1016/j.cpnec.2022.100144"
"1461","SCOPUS_ID:85135547508","Reporting and transparent research practices in sports medicine and orthopaedic clinical trials: a meta-research study","Schulz R.","2022-08-01","10.1136/bmjopen-2021-059347"
"1462","SCOPUS_ID:85130744001","Correction: The Role of Open Science Practices in Scaling Evidence-based Prevention Programs (Prevention Science, (2022), 23, 5, (799-808), 10.1007/s11121-021-01322-8)","Supplee L.H.","2022-08-01","10.1007/s11121-022-01377-1"
"1463","SCOPUS_ID:85126557081","XNAT-PIC: Extending XNAT to Preclinical Imaging Centers","Zullino S.","2022-08-01","10.1007/s10278-022-00612-z"
"1464","SCOPUS_ID:85107333538","A How-to Guide for Open-Science Practices in Special Education Research","Cook B.G.","2022-08-01","10.1177/07419325211019100"
"1465","SCOPUS_ID:85130006555","The EPOS Multi-Scale Laboratories: A FAIR Framework for Stimulating Open Science Practice across European Earth Sciences Laboratories","Elger K.","2022-07-12","10.4401/ag-8790"
"1466","SCOPUS_ID:85131754538","Lessons learned from conducting a study of emotions and positive personality change in Syrian origin young adults who have recently resettled in the Netherlands","Chung J.M.","2022-07-01","10.1177/08902070221081319"
"1467","SCOPUS_ID:85125768100","Combine Statistical Thinking With Open Scientific Practice: A Protocol of a Bayesian Research Project","Sarafoglou A.","2022-07-01","10.1177/14757257221077307"
"1468","SCOPUS_ID:85125148669","Transparent, Open, and Reproducible Prevention Science","Grant S.","2022-07-01","10.1007/s11121-022-01336-w"
"1469","SCOPUS_ID:85119044218","The Role of Open Science Practices in Scaling Evidence-Based Prevention Programs","Supplee L.H.","2022-07-01","10.1007/s11121-021-01322-8"
"1470","SCOPUS_ID:85112620510","Open Science and Intervention Research: a Program Developer’s and Researcher’s Perspective on Issues and Concerns","Lochman J.E.","2022-07-01","10.1007/s11121-021-01219-6"
"1471","SCOPUS_ID:85112614090","Clearinghouse Standards of Evidence on the Transparency, Openness, and Reproducibility of Intervention Evaluations","Mayo-Wilson E.","2022-07-01","10.1007/s11121-021-01284-x"
"1472","SCOPUS_ID:85135159202","Erratum to: Misconduct and Questionable Research Practices: The Ethics of Quantitative Data Handling and Reporting in Applied Linguistics (The Modern Language Journal, (2022), 106, 1, (172-195), 10.1111/modl.12760)",NA,"2022-06-01","10.1111/modl.12780"
"1473","SCOPUS_ID:85127945539","The Open Science Challenge: Adopt One Practice that Enacts Widely Shared Values","Castille C.M.","2022-06-01","10.1007/s10869-022-09806-2"
"1474","SCOPUS_ID:85124609855","The spectrum of data sharing policies in neuroimaging data repositories","Jwa A.S.","2022-06-01","10.1002/hbm.25803"
"1475","SCOPUS_ID:85120315751","Closing the knowledge-action gap in conservation with open science","Roche D.G.","2022-06-01","10.1111/cobi.13835"
"1476","SCOPUS_ID:85117945920","A reproducible systematic map of research on the illusory truth effect","Henderson E.L.","2022-06-01","10.3758/s13423-021-01995-w"
"1477","SCOPUS_ID:85107181894","Journal Editor and Associate Editor Perspectives on Research Reproducibility and Open Science","Maggin D.M.","2022-06-01","10.1177/07419325211017294"
"1478","SCOPUS_ID:85130493762","Conflict Strength: Measuring the Tension Between Cooperative and Competitive Incentives in Experimental Negotiation Tasks","Majer J.M.","2022-05-06","10.1525/collabra.35330"
"1479","SCOPUS_ID:85131180020","Integration of genomics in surveillance and risk assessment for outbreak investigation","Pennone V.","2022-05-01","10.2903/j.efsa.2022.e200417"
"1480","SCOPUS_ID:85131174036","Open science practices in general and internal medicine journals, an observational study","Tarazona-Alvarez B.","2022-05-01","10.1371/journal.pone.0268993"
"1481","SCOPUS_ID:85128865200","Web-Based Single Session Intervention for Perceived Control Over Anxiety During COVID-19: Randomized Controlled Trial","Mullarkey M.","2022-04-01","10.2196/33473"
"1482","SCOPUS_ID:85128265108","Biosecurity in an age of open science","Smith J.A.","2022-04-01","10.1371/journal.pbio.3001600"
"1483","SCOPUS_ID:85126959213","Reporting and data sharing level for COVID-19 vaccine trials: A cross-sectional study","Duan Y.","2022-04-01","10.1016/j.ebiom.2022.103962"
"1484","SCOPUS_ID:85124430079","Designing and comparing cleaning pipelines for TMS-EEG data: A theoretical overview and practical example","Rogasch N.C.","2022-04-01","10.1016/j.jneumeth.2022.109494"
"1485","SCOPUS_ID:85124406775","Open science in human electrophysiology","Clayson P.E.","2022-04-01","10.1016/j.ijpsycho.2022.02.002"
"1486","SCOPUS_ID:85120818278","Massively collaborative crowdsourced research on COVID19 and the chemical senses: Insights and outcomes","Weir E.M.","2022-04-01","10.1016/j.foodqual.2021.104483"
"1487","SCOPUS_ID:85125972154","Paths towards greater consensus building in experimental biology","Roche D.G.","2022-03-01","10.1242/jeb.243559"
"1488","SCOPUS_ID:85122752159","Facilitating open science practices for research syntheses: PreregRS guides preregistration","Schneider J.","2022-03-01","10.1002/jrsm.1540"
"1489","SCOPUS_ID:85124724938","A hydrologist's guide to open science","Hall C.A.","2022-02-09","10.5194/hess-26-647-2022"
"1490","SCOPUS_ID:85125556704","Registered report: How open do you want your science? An international investigation into knowledge and attitudes of psychology students","Jarke H.","2022-02-01","10.1371/journal.pone.0261260"
"1491","SCOPUS_ID:85118588731","Assessing open science and citizen science in addictions and substance use research: A scoping review","Scheibein F.","2022-02-01","10.1016/j.drugpo.2021.103505"
"1492","SCOPUS_ID:85123905599","Exploring the efficacy of psychological treatments for depression: A multiverse meta-analysis protocol","Plessen C.Y.","2022-01-25","10.1136/bmjopen-2021-050197"
"1493","SCOPUS_ID:85133901554","The Sustainability Argument for Open Science","Govaart G.H.","2022-01-05","10.1525/collabra.35903"
"1494","SCOPUS_ID:85140239707","Balancing Efficiency and Inclusivity: Open Science Principles and Practices in International Collaborative Research Projects","Lauerer C.","2022-01-01","10.1080/21670811.2022.2123020"
"1495","SCOPUS_ID:85140159708","MEDIA AND SEXUAL DEVELOPMENT","Maes C.","2022-01-01","10.4324/9781003118824-31"
"1496","SCOPUS_ID:85139997174","The influence of journal submission guidelines on authors’ reporting of statistics and use of open research practices: Five years later","Giofrè D.","2022-01-01","10.3758/s13428-022-01993-3"
"1497","SCOPUS_ID:85139243577","Open science considerations for descriptive research in developmental science","Kosie J.E.","2022-01-01","10.1002/icd.2377"
"1498","SCOPUS_ID:85139212067","FENS-Kavli Network of Excellence: Postponed, non-competitive peer review for research funding","Dresler M.","2022-01-01","10.1111/ejn.15818"
"1499","SCOPUS_ID:85139169708","What is Holding Us Back? We Should Be Looking Ahead! Considerations about Open Science Practices in Journalism Studies","Kruikemeier S.","2022-01-01","10.1080/21670811.2022.2116722"
"1500","SCOPUS_ID:85138134013","On the Lack of Recognition of Software Artifacts and IT Infrastructure in Educational Technology Research","Kiesler N.","2022-01-01","10.18420/delfi2022-034"
"1501","SCOPUS_ID:85138100864","The connection of open science practices and the methodological approach of researchers","Steinhardt I.","2022-01-01","10.1007/s11135-022-01524-4"
"1502","SCOPUS_ID:85137667030","Systematic Review and Meta-analysis: Task-based fMRI Studies in Youths With Irritability","Lee K.S.","2022-01-01","10.1016/j.jaac.2022.05.014"
"1503","SCOPUS_ID:85137636535","Doing Open Science in a Research-Based Seminar: Students’ Positioning Towards Openness in Higher Education","Truan N.","2022-01-01","10.19173/irrodl.v23i3.6201"
"1504","SCOPUS_ID:85136981114","Applicability of open science practices to completed research projects from different disciplines and research paradigms","Schneider J.","2022-01-01","10.12688/f1000research.111383.2"
"1505","SCOPUS_ID:85135799079","‘One size doesn't fit all’: Lessons from interaction analysis on tailoring Open Science practices to qualitative research","Huma B.","2022-01-01","10.1111/bjso.12568"
"1506","SCOPUS_ID:85135594697","Research performance and scholarly communication profile of competitive research funding: the case of Academy of Finland","Pölönen J.","2022-01-01","10.1007/s11192-022-04385-8"
